author_sort,authors,comments,cover,timestamp,#formats,formats,isbn,identifiers,languages,library_name,pubdate,publisher,rating,#read,series,series_index,size,tags,title,title_sort,id,uuid
"Erikson, Steven",Steven Erikson,"SUMMARY: This is the awesome fourth installment in Erikson’s epic sequence.“In Northern Genabackis, before the events recounted in Gardens of the Moon, a raiding party of savage tribal warriors descend from the mountains into the flat lands.For one among them, Karsa Orlong, it marks the beginning of what will prove an extraordinary destiny. Some years later, it is the aftermath of the Chain of Dogs; Coltaine is dead.And now the untried new Adjunct, Tavore, must urgently raise an army able to withstand the forces of the Sha’ik’s Whirlwind that are massing in Raraku, the few remaining veterans from Coltaine’s march her only hope.”So begins the epic new novel of war, intrigue, magic and betrayal from a writer now acknowledged as one of the most original, imaginative and exciting storytellers in modern fantasy.",~./Dropbox/The Tome/Steven Erikson/House of Chains (331)/cover.jpg,2021-06-21T20:15:42-04:00,AZW3,azw3,9.78059E+12,isbn:9780593046258,eng,The Tome,2007-03-05T22:21:21-05:00,Bantam Pr Ltd,4,FALSE,Malazan Book of the Fallen,4,1486322,"Fiction, Fantasy, Fantasy - General, Science Fiction & Fantasy, General",House of Chains,House of Chains,331,78e5cba1-7c4e-4c37-bdd9-b693bf86a5bc
"Herbert, Frank",Frank Herbert,"EDITORIAL REVIEW:  The all-time science fiction masterpiece...now in a special hardcover edition.""Unique...I know nothing comparable to it except *Lord of the Rings*.""--Arthur C. ClarkeHere is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, who would become the mysterious man known as Maud'dib. He would avenge the traitorous plot against his noble family--and would bring to fruition humankind's most ancient and unattainable dream.A stunning blend of adventure and mysticism, environmentalism and politics, *Dune* won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction. Frank Herbert's death in 1986 was a tragic loss, yet the astounding legacy of his visionary fiction will live forever.",~./Dropbox/The Tome/Frank Herbert/Dune (332)/cover.jpg,2021-07-23T22:04:12-04:00,AZW3,azw3,9.78044E+12,isbn:9780441013593,eng,The Tome,2005-08-02T01:00:00-04:00,Penguin Group,,FALSE,,1,994135,"General, Fantasy, Fiction, Science Fiction, Fiction - Science Fiction, Science Fiction - General, Science Fiction - Adventure, Space Opera, Adventure, Epic, Short Stories, Science Fiction - Series, Dune (Imaginary place)",Dune,Dune,332,28bf37ce-4c05-4684-bc0a-1698ceb0c795
"Chambers, Becky",Becky Chambers,"Hardcover, 160 pages 
Published 2021
In A Psalm for the Wild-Built, Hugo Award-winner Becky Chambers's delightful new Monk & Robot series gives us hope for the future.  
It's been centuries since the robots of Earth gained self-awareness and laid down their tools; centuries since they wandered, en masse, into the wilderness, never to be seen again; centuries since they faded into myth and urban legend.
One day, the life of a tea monk is upended by the arrival of a robot, there to honor the old promise of checking in. The robot cannot go back until the question of ""what do people need?"" is answered. 
But the answer to that question depends on who you ask, and how. They're going to need to ask it a lot.
Becky Chambers's new series asks: in a world where people have what they want, does having more matter?
",~./Dropbox/The Tome/Becky Chambers/A Psalm for the Wild-Built (333)/cover.jpg,2021-07-23T22:09:47-04:00,AZW3,azw3,9.78125E+12,isbn:9781250236227,eng,The Tome,2021-07-14T12:00:00-04:00,Tor; Tom Doherty Associates,,FALSE,Monk & Robot,1,1590167,Science Fiction,A Psalm for the Wild-Built,"Psalm for the Wild-Built, A",333,ea2cb10f-3f8e-4a9a-928d-aebabf974f74
"Clavell, James",James Clavell,"Japanese POW camp Changi, Singapore: hell on earth for the soldiers contained within its barbed wire walls. Officers and enlisted men, all prisoners together, yet the old hierarchies and rivalries survive. An American corporal, known as the King, has used his personality and wiles to facilitate trading with guards and locals to get needed food, supplies, even information into the camp. The imprisoned upper-class officers have never had to do things for themselves, and now they are reduced to wearing rags while the King’s clean shirt, gained through guts and moxie, seems like luxury in comparison. In the camp, everything has its price and everything is for sale. But trading is illegal—and the King has made a formidable enemy. Robin Grey, the provost marshal, hates the King and all he represents. Grey, though he grew up modestly, fervently believes in the British class system: everyone should know their place, and he knows the King’s place is at the bottom. The King does have a friend in Peter Marlowe, who, though wary of the King and himself a product of the British system, finds himself drawn to the charismatic man who just might be the only one who can save them from both the inhumanity of the prison camp but also from themselves. Powerful and engrossing, King Rat artfully weaves the author’s own World War II prison camp experiences into a compelling narrative of survival amidst the grim realities of war and what men can do when pushed to the edge. A taut masterwork of World War II historical fiction by bestselling author James Clavell.
",~./Dropbox/The Tome/James Clavell/King Rat (335)/cover.jpg,2021-08-21T11:06:18-04:00,AZW3,azw3,9.78198E+12,"isbn:9781982537616,google:GFNuDwAAQBAJ",eng,The Tome,2018-09-18T00:00:00-04:00,Blackstone Publishing,5,FALSE,Asian Saga,4,756963,"Fiction, General, Sagas, Asian American, Classics, Cultural Heritage, Romance, Multicultural & Interracial, Sea Stories, Thrillers, War & Military, Historical",King Rat,King Rat,335,b8d0cbdd-dca8-4584-a119-3a13b65cf693
"Clavell, James",James Clavell,"'A herculean achievement . . . strong plot and strong characterisation' The TimesIt is 1862 and Japan is a land in chaos as the power of the Shogun wanes and the rival factions plan to restore the Emperor. In Yokohama, the gai-jin, the hated foreigners, seek to profit from the chaos. At the head of the Noble House - and heir to the title of Tai-Pan - stands Malcolm Struan, who is determined to become his own man and marry the woman he loves. At the head of the Shogunate party is the Lord Yoshi, a direct descendant of Shogun Toranaga, who shares all of his ancestor's cunning and ambition.'A passionate portrait of suffering . . . a strange and gripping tale of a nation's deflowerment' Mail on Sunday
",~./Dropbox/The Tome/James Clavell/Gai-Jin (336)/cover.jpg,2021-08-21T11:06:18-04:00,AZW3,azw3,9.78185E+12,"google:ej0THq9AJTAC,isbn:9781848943148",eng,The Tome,2013-06-20T00:00:00-04:00,Hodder & Stoughton,3,FALSE,Asian Saga,3,2044012,"Fiction, General, Action & Adventure, Literary, Sagas, Historical",Gai-Jin,Gai-Jin,336,1c765c3a-315f-4702-9a84-26926ab76ec4
"Clavell, James",James Clavell,"Tehran, Iran 1979: Simmering religious tensions finally explode, and the Iranian people rise up against the Shah. The country, once secular, is now thrown back into an orthodoxy that threatens to tear it apart. The United States and Russia go on high alert, with warships heading to the Middle East. The region becomes a powder keg, waiting to explode. Caught up in the revolution are a British helicopter company and its pilots. The oil fields of Iran need helicopters to ferry workers and administrators, and when the main US aviation company pulls out of Iran fearing what might come next, S-G Helicopters steps in to fill the void. Soon they realize that they, too, must leave or risk losing all their machines to whomever takes control of the country. The company risks bankruptcy if that happens—which would ruin Andrew Gallavan and reveal that the company is actually owned by a secret Hong Kong–based consortium: Noble House, controlled by the Struan family. Caught in between is his son, Scot, a pilot in Iran who must help save his father’s company, but also the other pilots and their families. In a risky move, the pilots concoct a plan to get their choppers out of Iran. But will they be able to escape a country crumbling around them before it’s too late?A rich panoply of characters brings to life the events of forty years ago, events that even now have ramifications throughout the Middle East and beyond. Fast-paced and full of action and intrigue, Whirlwind is an intricately plotted and detailed tale of war, love, and the ingenuity of the human spirit, told by James Clavell, the unparalleled master of historical fiction.
",~./Dropbox/The Tome/James Clavell/Whirlwind (337)/cover.jpg,2021-08-21T11:06:18-04:00,AZW3,azw3,9.78198E+12,"isbn:9781982537739,google:5FNuDwAAQBAJ",eng,The Tome,2018-09-18T00:00:00-04:00,Blackstone Publishing,4,FALSE,Asian Saga,6,1965744,"Fiction, General, Thrillers, Suspense, Action & Adventure, Sagas, Asian American, Classics, Cultural Heritage, Romance, Multicultural & Interracial, Sea Stories, War & Military, Historical",Whirlwind,Whirlwind,337,ed486c64-e55a-45a8-8a6a-1c21cbc24e53
"Clavell, James",James Clavell,"'Breathtaking. Only terms like colossal, gigantic, titanic, unbelievable, gargantuan are properly descriptive' Chicago TribuneOver one hundred years have passed since Dirk Struan founded Hong Kong's oldest trading company. But now, the Noble House is in danger. As Hong Kong itself becomes the deadly playground of the CIA, the KGB and the People's Republic of China, rival tai-pans, seeking revenge for blood feuds over a century old, gather for the kill.'Fiction for addicts . . . A book that you can get lost in for weeks. Not only is it as long as life, it's also as rich with possibilities' New York Times
",~./Dropbox/The Tome/James Clavell/Noble House (338)/cover.jpg,2021-08-21T11:06:18-04:00,AZW3,azw3,9.78034E+12,"amazon:B002B23KSY,isbn:9780340259542,google:-4wilON3crgC",eng,The Tome,1981-01-02T00:00:00-05:00,Hodder & Stoughton,5,FALSE,Asian Saga,5,2454531,"Fiction, General, Action & Adventure, Literary, Sagas, Historical",Noble House,Noble House,338,5499d029-dbc3-4956-bd1a-1aca06ec87c8
"Clavell, James",James Clavell,"“A fabulous epic of the Far East that will disturb and excite you . . . a thrilling and enticing tale of adventure and human relationships . . . dramatic episodes, exotic vignettes and heady descriptive passages.”—Baltimore SunIt is the early 19th century, when European traders and adventurers first began to penetrate the forbidding Chinese mainland. And it is in this exciting time and exotic place that a giant of an Englishman, Dirk Straun, sets out to turn the desolate island of Hong Kong into an impregnable fortress of British power, and to make himself supreme ruler…Tai-Pan!Praise for Tai-Pan“Unforgettable.”—Chicago Tribune“[James] Clavell is, as always, a matchless tale-spinner.”—Cosmopolitan“Every five or six years there appears on the horizon a book so vast in scope, so peopled with bold, colorful characters, it eclipses other efforts. . . . Such a book is Tai-Pan.”—Pittsburgh Press“Grand entertainment...packed with action...gaudy and flanboyant with blood and sin, treachery and conspiracy, sex and murder...fresh and vigorous.” —The New York Times
",~./Dropbox/The Tome/James Clavell/Tai-Pan (339)/cover.jpg,2021-08-21T11:06:18-04:00,AZW3,azw3,9.78031E+12,"isbn:9780307491572,google:XFcaxv_yiIMC",eng,The Tome,2008-11-12T00:00:00-05:00,Random House Publishing Group,5,FALSE,Asian Saga,2,1154272,"Fiction, General, War & Military, Political, Historical",Tai-Pan,Tai-Pan,339,303d401c-f4a8-4dfa-abec-b21f76369337
"Clavell, James",James Clavell,"A narrative of conflicting cultures, loyalties, motivations, and traditions in early-seventeenth-century Japan, involving the powerful and power-hungry Lord Toranaga, the ambitious Englishman, Blackthorne, and the Lady Mariko, a Catholic convert in love with the barbarian Englishman.
**A lone astronaut must save the earth from disaster in this incredible new science-based thriller from the #1** New York Times **bestselling author of** The Martian **.  
  
“A novel that would have delighted Robert A. Heinlein and Isaac Asimov.”—George R. R. Martin, author of **A Game of Thrones **  
  
“Weir’s finest work to date . . . the one book I read last year that I am certain I can recommend to anyone, no matter who, and know they’ll love it.”—Brandon Sanderson, author of the Stormlight Archive series**  
  
Ryland Grace is the sole survivor on a desperate, last-chance mission—and if he fails, humanity and the earth itself will perish.  
  
Except that right now, he doesn’t know that. He can’t even remember his own name, let alone the nature of his assignment or how to complete it.  
  
All he knows is that he’s been asleep for a very, very long time. And he’s just been awakened to find himself millions of miles from home, with nothing but two corpses for company.  
  
His crewmates dead, his memories fuzzily returning, Ryland realizes that an impossible task now confronts him. Hurtling through space on this tiny ship, it’s up to him to puzzle out an impossible scientific mystery—and conquer an extinction-level threat to our species.  
  
And with the clock ticking down and the nearest human being light-years away, he’s got to do it all alone.  
  
Or does he?  
  
An irresistible interstellar adventure as only Andy Weir could deliver, *Project Hail Mary* is a tale of discovery, speculation, and survival to rival *The Martian* —while taking us to places it never dreamed of going.
**Amazon.com Review**
**An Amazon Best Book of May 2021:** As Ryland Grace awakens from a coma, he doesn’t know who he is or where he is, but a mix of calculations, deductions, and slowly returning memories enlightens him: He’s a junior high school science teacher on a small space ship. His mission? Save Earth. As in *The Martian* , Weir makes science and problem solving not only cool but absolutely essential to survival, delivering an electrifying space adventure that yanks at both the gut and the heart strings. Readers will absorb facts about gravity and heavy metals even as Grace races against the clock and builds an unexpected partnership while hurtling through the cold depths of space. *—Adrian Liang, Amazon Book Review*
### **Review**
“A propulsive adventure.” **—** Entertainment Weekly  
  
“Weir spins a space yarn in a way only he can. Fans of his earlier works won’t be disappointed.” **—** Newsweek  
  
“Andy Weir proves once again that he is a singular talent. *Project Hail Mary* is so fascinating and propulsive that it’s downright addictive. From the first page as Ryland wakes up not knowing who or where he is, I was hooked.” **—Taylor Jenkins Reid,** New York Times **bestselling author of** Daisy Jones & The Six **  
  
“Reading *Project Hail Mary* is like going on a field trip to outer space with the best science teacher you’ve ever had—and your class assignment is to save the world. This is one of the most original, compelling, and fun voyages I’ve ever taken.” **—Ernest Cline, #1** New York Times **bestselling author of** Ready Player One  
  
“Two worlds in peril, a competent (but flawed and human) man, a competent alien, unending scientific puzzles to unravel, with humanity itself at risk, this one has everything fans of old school SF (like me) love. If you like a lot of science in your science fiction, Andy Weir is the writer for you.” **—George R. R. Martin,** New York Times **bestselling author of** A Game of Thrones  
  
“I loved *The Martian,* but I actually find *Project Hail Mary* to be Mr. Weir’s finest work to date. It’s somehow both exciting, yet also personal. I’m constantly amazed by how well Mr. Weir continues to write wonderfully accessible science fiction without compromising either the science or the fiction.” **—Brandon Sanderson,** New York Times **bestselling author of the Stormlight Archive series**  
  
“Brilliantly funny and enjoyable . . . one of the most plausible science fiction books I’ve ever read.” **—Tim Peake, ESA astronaut and internationally bestselling author of** Limitless  
  
“Thrilling doesn’t even begin to describe *Project Hail Mary* , which is undisputedly the best book I’ve read in a very, very long time . . . I cheered, I laughed (a lot), I cried, and when the twist arrived and the book revealed its true target, my jaw hit the floor. Mark my words: *Project Hail Mary* is destined to become a classic.” **—Blake Crouch,** New York Times **bestselling author of  
** Recursion **and** Dark Matter  
  
“A joy to read . . . with *Project Hail Mary,* Weir is leaning hard into all that made *The Martian* kick.” **—** Locus  
  
“Readers may find themselves consuming this emotionally intense and thematically profound novel in one stay-up-all-night-until-your-eyes-bleed sitting. An unforgettable story of survival and the power of friendship—nothing short of a science fiction masterwork.”—Kirkus Reviews **(starred review)**
### **About the Author**
**Andy Weir** built a two-decade career as a software engineer until the success of his first published novel, *The Martian,* allowed him to live out his dream of writing full-time. He is a lifelong space nerd and a devoted hobbyist of such subjects as relativistic physics, orbital mechanics, and the history of manned spaceflight. He also mixes a mean cocktail. He lives in California. 
",~./Dropbox/The Tome/James Clavell/Shogun (340)/cover.jpg,2021-08-21T11:06:18-04:00,AZW3,azw3,9.78044E+12,"google:A-wYImzi-_gC,mobi-asin:B08FHBV4ZX,isbn:9780440178002,goodreads:54493401,amazon:B08FHBV4ZX",eng,The Tome,1986-08-15T00:00:00-04:00,Dell,5,FALSE,Asian Saga,1,5713453,"Fiction, Action & Adventure, General, Historical",Shōgun,Shōgun,340,85600566-7511-4bc9-8789-ab434abc0e43
"Snow, Richard",Richard Snow,"“An utterly absorbing account of one of history’s most momentous battles” ( *Forbes* ) that not only changed the Civil War but the future of all sea power—from acclaimed popular historian Richard Snow, who “writes with verve and a keen eye” ( *The New York Times Book Review* ). 
No single sea battle has had more far-reaching consequences than the one fought in Hampton Roads, Virginia, in 1862. The Confederacy, with no fleet of its own, took a radical step to combat the Union blockade, building an iron fort containing ten heavy guns on the hull of a captured Union frigate named the *Merrimack*. The North got word of the project, and, in panicky desperation, commissioned an eccentric inventor named John Ericsson to build the *Monitor* , an entirely revolutionary iron warship. Rushed through to completion in just one hundred days, it mounted only two guns, but they were housed in a shot-proof revolving turret. The ship hurried south from Brooklyn, only to arrive to find the *Merrimack* had already sunk half the Union fleet—and would be back to finish the job. When she returned, the *Monitor* was there. She fought the *Merrimack* to a standstill, and, many believe, saved the Union cause. As soon as word of the fight spread, Great Britain—the foremost sea power of the day—ceased work on all wooden ships. A thousand-year-old tradition ended and the naval future opened. 
Richly illustrated with photos, maps, and engravings, *Iron Dawn* “renders all previous accounts of the encounter between the *Monitor* and the *Merrimack* as obsolete as wooden war ships” ( *The Dallas Morning News* ). Richard Snow brings to vivid life the tensions of the time in this “lively tale of science, war, and clashing personalities” ( *The Wall Street Journal* ). **
","~./Dropbox/The Tome/Richard Snow/Iron Dawn_ The Monitor, the Merrimack, and the Civil War Sea Battle That Changed History (341)/cover.jpg",2021-08-21T11:14:48-04:00,AZW3,azw3,9.78148E+12,"amazon:B01CO34H90,google:eWc6DwAAQBAJ,isbn:9781476794198",eng,The Tome,2016-11-02T00:00:00-04:00,Scribner,5,FALSE,,1,11682697,"History, Military, Strategy, United States, Naval, Civil War Period (1850-1877)","Iron Dawn: The Monitor, the Merrimack, and the Civil War Sea Battle That Changed History","Iron Dawn: The Monitor, the Merrimack, and the Civil War Sea Battle That Changed History",341,241fd052-6f70-4c6e-97f5-2628a38f6c80
"Leckie, Ann",Ann Leckie,"The stunning space opera sequel to Ancillary Justice from acclaimed author Ann Leckie.
",~./Dropbox/The Tome/Ann Leckie/Ancillary Sword (342)/cover.jpg,2021-08-21T15:49:11-04:00,AZW3,azw3,,mobi-asin:88f95164-720c-40ae-a53c-5860e8709dfd,eng,The Tome,2014-10-06T20:00:00-04:00,Orbit,,FALSE,Imperial Radch,2,658196,"Fiction / Science Fiction / Space Opera, Fiction / Science Fiction / Action & Adventure, Fiction / Action & Adventure",Ancillary Sword,Ancillary Sword,342,3c9fb30d-2d2f-4845-b333-d3fa1cc54c5f
"Leckie, Ann",Ann Leckie,"<b>The stunning conclusion to the trilogy that began with the Hugo, Nebula, and Arthur C. Clarke award-winning <i>Ancillary Justice</i>.</b><br> For a moment, things seemed to be under control for Breq, the soldier who used to be a warship. Then a search of Atheok Station's slums turns up someone who shouldn't exist, and a messenger from the mysterious Presger empire arrives, as does Breq's enemy, the divided and quite possibly insane Anaander Mianaai - ruler of an empire at war with itself.<br>Breq refuses to flee with her ship and crew, because that would leave the people of Athoek in terrible danger. The odds aren't good, but that's never stopped her before. <p><br><p><br><p><b>In the Ancillary world: </b><p>1. <i>Ancillary Justice</i><p>2. <i>Ancillary Sword</i><p>3. <i>Ancillary Mercy</i>",~./Dropbox/The Tome/Ann Leckie/Ancillary Mercy (343)/cover.jpg,2021-08-21T15:49:11-04:00,AZW3,azw3,,,eng,The Tome,2015-10-05T17:00:00-04:00,Orbit,,FALSE,Imperial Radch,3,1688224,"Fiction / Science Fiction / Space Opera, Fiction / Science Fiction / Action & Adventure",Ancillary Mercy,Ancillary Mercy,343,04620622-3a62-48f9-9f24-73bc5919dfd2
"Lee, Yoon Ha",Yoon Ha Lee,"<p><b>War. Heresy. Madness.</b><p>Shuos Jedao is unleashed. The long-dead general, preserved with exotic technologies as a weapon, has possessed the body of gifted young captain Kel Cheris.<p>Now, General Kel Khiruev's fleet, racing to the Severed March to stop a fresh enemy incursion, has fallen under Jedao's sway. Only Khiruev's aide, Lieutenant Colonel Kel Brezan, is able to shake off the influence of the brilliant but psychotic Jedao.<p>The rogue general seems intent on defending the hexarchate, but can Khiruev&#8212;or Brezan&#8212;trust him? For that matter, can they trust Kel Command, or will their own rulers wipe out the whole swarm to destroy one man?",~./Dropbox/The Tome/Yoon Ha Lee/Raven Stratagem (344)/cover.jpg,2021-08-21T15:52:42-04:00,AZW3,azw3,9.78179E+12,isbn:9781786180469,eng,The Tome,0100-12-31T19:00:00-05:00,Rebellion Publishing Ltd,,FALSE,Machineries of Empire,2,866794,Science Fiction,Raven Stratagem,Raven Stratagem,344,82b8487f-ff29-49be-8ead-29952b9625b1
"Lee, Yoon Ha",Yoon Ha Lee,"<p><b>Death and New Beginnings</b><p>Shuos Jedao is awake.<p>...and nothing is as he remembers. In his mind he's a teenager, a cadet&#8212;a nobody. But he finds himself in the body of an old man, a general controlling the elite forces of the hexarchate, and the most feared&#8212;and reviled&#8212;man in the galaxy.<p>Jedao carries orders from Hexarch Nirai Kujen to re-conquer the fractured pieces of the hexarchate on his behalf. But he has no memory of ever being a soldier, let alone a general, and the Kel soldiers under his command hate him for a massacre he can't remember committing.<p>Kujen's friendliness can't hide the fact that he's a tyrant. And what's worse, Jedao and Kujen are being hunted by an enemy who knows more about Jedao and his crimes than he does himself...",~./Dropbox/The Tome/Yoon Ha Lee/Revenant Gun (345)/cover.jpg,2021-08-21T15:52:42-04:00,AZW3,azw3,9.78179E+12,isbn:9781786181107,eng,The Tome,0100-12-31T19:00:00-05:00,Rebellion Publishing Ltd,,FALSE,Machineries of Empire,3,950009,Science Fiction,Revenant Gun,Revenant Gun,345,5c6d5fd1-2aa6-4729-9c1c-376ff5133327
"Mandel, Emily St. John",Emily St. John Mandel,"An audacious, darkly glittering novel set in the eerie days of civilization's collapse, *Station Eleven* tells the spellbinding story of a Hollywood star, his would-be savior, and a nomadic group of actors roaming the scattered outposts of the Great Lakes region, risking everything for art and humanity. 
One snowy night Arthur Leander, a famous actor, has a heart attack onstage during a production of *King Lear*. Jeevan Chaudhary, a paparazzo-turned-EMT, is in the audience and leaps to his aid. A child actress named Kirsten Raymonde watches in horror as Jeevan performs CPR, pumping Arthur's chest as the curtain drops, but Arthur is dead. That same night, as Jeevan walks home from the theater, a terrible flu begins to spread. Hospitals are flooded and Jeevan and his brother barricade themselves inside an apartment, watching out the window as cars clog the highways, gunshots ring out, and life disintegrates around them. 
Fifteen years later, Kirsten is an actress with the Traveling Symphony. Together, this small troupe moves between the settlements of an altered world, performing Shakespeare and music for scattered communities of survivors. Written on their caravan, and tattooed on Kirsten's arm is a line from *Star Trek* : ""Because survival is insufficient."" But when they arrive in St. Deborah by the Water, they encounter a violent prophet who digs graves for anyone who dares to leave. 
Spanning decades, moving back and forth in time, and vividly depicting life before and after the pandemic, this suspenseful, elegiac novel is rife with beauty. As Arthur falls in and out of love, as Jeevan watches the newscasters say their final good-byes, and as Kirsten finds herself caught in the crosshairs of the prophet, we see the strange twists of fate that connect them all. A novel of art, memory, and ambition, *Station Eleven* tells a story about the relationships that sustain us, the ephemeral nature of fame, and the beauty of the world as we know it. 
*From the Hardcover edition.*
",~./Dropbox/The Tome/Emily St. John Mandel/Station Eleven (346)/cover.jpg,2021-08-21T19:24:10-04:00,AZW3,azw3,9.78039E+12,"mobi-asin:170a4479-ebad-4e60-92a3-53bc62e3b244,isbn:9780385353311",eng,The Tome,2014-09-08T20:00:00-04:00,Knopf,,FALSE,,1,1028394,"Science Fiction, Fantasy, Adult",Station Eleven,Station Eleven,346,25a45c5a-380a-46a6-9619-34c28e507de9
"Weir, Andy",Andy Weir,"NEW YORK TIMES BESTSELLER * From the author of The Martian, a lone astronaut must save the earth from disaster in this ""propulsive"" (Entertainment Weekly), cinematic thriller full of suspense, humor, and fascinating science--in development as a major motion picture starring Ryan Gosling. ""An epic story of redemption, discovery and cool speculative sci-fi.""--USA Today ""If you loved The Martian, you'll go crazy for Weir's latest.""--The Washington Post Ryland Grace is the sole survivor on a desperate, last-chance mission--and if he fails, humanity and the earth itself will perish. Except that right now, he doesn't know that. He can't even remember his own name, let alone the nature of his assignment or how to complete it. All he knows is that he's been asleep for a very, very long time. And he's just been awakened to find himself millions of miles from home, with nothing but two corpses for company. His crewmates dead, his memories fuzzily returning, Ryland realizes that an impossible task now confronts him. Hurtling through space on this tiny ship, it's up to him to puzzle out an impossible scientific mystery--and conquer an extinction-level threat to our species. And with the clock ticking down and the nearest human being light-years away, he's got to do it all alone. Or does he? An irresistible interstellar adventure as only Andy Weir could deliver, Project Hail Mary is a tale of discovery, speculation, and survival to rival The Martian--while taking us to places it never dreamed of going.
",~./Dropbox/The Tome/Andy Weir/Project Hail Mary_ A Novel (347)/cover.jpg,2021-08-21T19:27:53-04:00,AZW3,azw3,9.78059E+12,"google:GrYsEAAAQBAJ,isbn:9780593135204",eng,The Tome,2021-08-15T00:00:00-04:00,Ballantine Books,,TRUE,,1,5985861,"Fiction, Science Fiction, Action & Adventure, Hard Science Fiction, Thrillers, Suspense",Project Hail Mary: A Novel,Project Hail Mary: A Novel,347,5d131696-6191-45b7-8fb8-07674598c888
"Rothfuss, Patrick",Patrick Rothfuss,,~./Dropbox/The Tome/Patrick Rothfuss/The Name of the Wind (352)/cover.jpg,2021-08-22T11:54:23-04:00,AZW3,azw3,,mobi-asin:B0010SKUYM,eng,The Tome,2007-03-26T20:00:00-04:00,DAW,,TRUE,The Kingkiller Chronicle,1,1250688,,The Name of the Wind,"Name of the Wind, The",352,e29486bd-c2ae-4a98-a5f9-8cbb2938ae50
"Rothfuss, Patrick",Patrick Rothfuss,,~./Dropbox/The Tome/Patrick Rothfuss/The Slow Regard of Silent Things (353)/cover.jpg,2021-08-22T11:54:23-04:00,AZW3,azw3,,mobi-asin:0e28ed7c-8fc9-4655-9ff5-ae4d194d7110,eng,The Tome,2014-10-27T20:00:00-04:00,Orion,,FALSE,The Kingkiller Chronicle,0.01,2053081,,The Slow Regard of Silent Things,"Slow Regard of Silent Things, The",353,3642faf2-e703-4acf-8bb9-6899d163553d
"Rothfuss, Patrick",Patrick Rothfuss,"**Discover #1** New York Times **-bestselling Patrick Rothfuss’ epic fantasy series, The Kingkiller Chronicle.**
* * *
“I just love the world of Patrick Rothfuss.” —Lin-Manuel Miranda • “He’s bloody good, this Rothfuss guy.” —George R. R. Martin • “Rothfuss has real talent.” —Terry Brooks 
* * *
**DAY TWO: THE WISE MAN’S FEAR**
“There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.” 
*My name is Kvothe.* *You may have heard of me.*
So begins a tale told from his own point of view—a story unequaled in fantasy literature. Now in *The Wise Man’s Fear* , Day Two of The Kingkiller Chronicle, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time. 
Praise for The Kingkiller Chronicle: 
“The best epic fantasy I read last year.... He’s bloody good, this Rothfuss guy.”  
— **George R. R. Martin** , *New York Times* -bestselling author of A Song of Ice and Fire 
“Rothfuss has real talent, and his tale of Kvothe is deep and intricate and wondrous.”   
— **Terry Brooks** , *New York Times* -bestselling author of Shannara 
""It is a rare and great pleasure to find a fantasist writing...with true music in the words.""  
— **Ursula K. Le Guin** , award-winning author of Earthsea 
""The characters are real and the magic is true.”   
— **Robin Hobb** , *New York Times* -bestselling author of *Assassin’s Apprentice*
""Masterful.... There is a beauty to Pat's writing that defies description.""   
— **Brandon Sanderson** , *New York Times* -bestselling author of *Mistborn* **
",~./Dropbox/The Tome/Patrick Rothfuss/The Wise Man's Fear (354)/cover.jpg,2021-08-22T11:54:23-04:00,AZW3,azw3,9.78076E+12,"google:yKT9nQEACAAJ,amazon:0756407915,isbn:9780756407919",eng,The Tome,2011-08-15T00:00:00-04:00,DAW,5,TRUE,The Kingkiller Chronicle,2,4164585,"Fiction, Fantasy, General, Epic",The Wise Man's Fear,"Wise Man's Fear, The",354,17cf8728-9466-45aa-877d-fd49755782be
"Steakley, John",John Steakley,"The military sci-fi classic of courage on a dangerous alien planetThe planet is called Banshee. The air is unbreathable, the water is poisonous. It is home to the most implacable enemies that humanity, in all its interstellar expansion, has ever encountered. Body armor has been devised for the commando forces that are to be dropped on Banshee—the culmination of ten thousand years of the armorers’ craft. A trooper in this armor is a one-man, atomic powered battle fortress. But he will have to fight a nearly endless horde of berserk, hard-shelled monsters—the fighting arm of a species which uses biological technology to design perfect, mindless war minions. Felix is a scout in A-team Two. Highly competent, he is the sole survivor of mission after mission. Yet he is a man consumed by fear and hatred. And he is protected, not only by his custom-fitted body armor, but by an odd being which seems to live within him, a cold killing machine he calls “The Engine.” This is Felix’s story—a story of the horror, the courage, and the aftermath of combat, and the story, too, of how strength of spirit can be the greatest armor of all.
",~./Dropbox/The Tome/John Steakley/Armor (355)/cover.jpg,2021-08-22T15:22:59-04:00,AZW3,azw3,9.7811E+12,"google:x0_GBwAAQBAJ,isbn:9781101664292",eng,The Tome,1984-12-04T00:00:00-05:00,Penguin,,FALSE,,1,693310,"Fiction, Science Fiction, Hard Science Fiction, Action & Adventure, Military",Armor,Armor,355,9b744096-83db-4457-b004-9274f71f638f
